Back to Index,Senion/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-13,Junior,,,Student,Student,,Her Majesty's Treasury,HM Treasury,Pensions and Savings Team,,,24000,,2,18480,18480,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1,18727,26720,,Communications,,
Sep-13,Junior,,,Range C,Treasury Official,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,2,24578,38255,,Communications,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1,24578,38255,,Planning,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1.31,24578,38255,,Policy,,
Sep-13,Junior,,,Range D,Treasury Official,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,2,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1,41550,57801,,Communications,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Permanent Secretary's Office/Special Advisers,,,23984,,1,41550,57801,,Planning,,
Sep-13,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Personal Taxation/GMS,,,24057,,2.86,16386,21663,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Personal Taxation/GMS,,,24057,,1,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Personal Taxation/GMS,,,24057,,11,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Personal Taxation/GMS,,,24057,,5.84,41550,57801,,Policy,,
Sep-13,Junior,,,Student,Student,,Her Majesty's Treasury,HM Treasury,Personal Taxation/GMS,,,24057,,1,18480,18480,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Public Private Partnerships Policy,,,24038,,2,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Public Private Partnerships Policy,,,24038,,3,41550,57801,,Policy,,
Sep-13,Junior,,,Specialist,Specialist,,Her Majesty's Treasury,HM Treasury,Public Private Partnerships Policy,,,24038,,4,28000,137500,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,RBS Team,,,24752,,2,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,RBS Team,,,24752,,2,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,RBS Team,,,24752,,2,49490,60000,,Policy,,
Sep-13,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,1,16386,21663,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,3,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,1,24578,38255,,Economics,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,12.89,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,4.6,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Sanctions and Counter Illicit Finance,,,24655,,2,49490,60000,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Securities & Markets,,,23999,,8,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Securities & Markets,,,23999,,7,41550,57801,,Policy,,
Sep-13,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Strategy, Planning & Projects",,,24017,,1,16386,21663,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Strategy, Planning & Projects",,,24017,,9.4,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Strategy, Planning & Projects",,,24017,,4.6,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Strategy, Planning & Projects",,,24017,,2,49490,60000,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Tax Administration, Spending and Reform",,,24350,,1,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Tax Administration, Spending and Reform",,,24350,,5,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Tax Administration, Spending and Reform",,,24350,,3.67,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Tax Administration, Spending and Reform",,,24350,,1,49490,60000,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,,,23953,,1,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,,,23953,,3,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,,,23953,,1,41550,57801,,Planning,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,,,23953,,1.39,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,,,23953,,1,49490,60000,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Treasury Group Commercial/Group Internal Audit,,,24021,,1,18727,26720,,Procurement,,
Sep-13,Junior,,,Range D,Internal Auditor,,Her Majesty's Treasury,HM Treasury,Treasury Group Commercial/Group Internal Audit,,,24021,,3,24578,38255,,Internal Audit,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Treasury Group Commercial/Group Internal Audit,,,24021,,0.78,24578,38255,,Procurement,,
Sep-13,Junior,,,Range E,Senior Internal Auditor,,Her Majesty's Treasury,HM Treasury,Treasury Group Commercial/Group Internal Audit,,,24021,,1,41550,57801,,Internal Audit,,
Sep-13,Junior,,,Range E,Senior Procurement Officer,,Her Majesty's Treasury,HM Treasury,Treasury Group Commercial/Group Internal Audit,,,24021,,1,41550,57801,,Procurement,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Treasury Officer of Accounts Team,,,23976,,0.83,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Treasury Officer of Accounts Team,,,23976,,3,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Treasury Officer of Accounts Team,,,23976,,4,41550,57801,,Policy,,
Sep-13,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,1.6,16386,21663,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,0.4,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,11,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,3,41550,57801,,Economics,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,6,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,VAT & International Excise/Office of Tax Simplification Team,,,24087,,1,49490,60000,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,,,23968,,1,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,,,23968,,9,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,,,23968,,2,41550,57801,,Economics,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,,,23968,,3.6,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,,,23968,,1,49490,60000,,Policy,,
Sep-13,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team/Public Sector Pension Reform Team,,,23960,,0.58,18727,26720,,Policy,,
Sep-13,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team/Public Sector Pension Reform Team,,,23960,,7,24578,38255,,Policy,,
Sep-13,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team/Public Sector Pension Reform Team,,,23960,,9.6,41550,57801,,Policy,,
Sep-13,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team/Public Sector Pension Reform Team,,,23960,,1,49490,60000,,Policy,,
Sep-13,Junior,,,Student,Student,,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team/Public Sector Pension Reform Team,,,23960,,1,18480,18480,,Policy,,
Mar-13,Senior,19678,Nick Macpherson,SCS4,Permanent Secretary,"Responsible for decision making, coordination and management of the Department and communications with media and the public.",Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,xx,0,1,175000,179999,,Policy,,1
Mar-13,Senior,23165,Tom Scholar,SCS4,Second Permanent Secretary,Responsible for the finance ministry side of the Treasury,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0,1,150000,154999,,Policy,,1
Mar-13,Senior,23164,John Kingman,SCS4,Second Permanent Secretary,Responsible for Growth,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0,1,155000,159999,,Policy,,1
Mar-13,Senior,23453,Charles Roxburgh,SCS3,Director General Financial Services,Responsible for Financial Services,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23164,0,1,130000,134999,,Policy,,1
Mar-13,Senior,19787,Dave Ramsden,SCS3,Director General and Chief Economic Adviser to the Treasury,"Responsible for economic and fiscal policy advice, analysis and surveillance. As head of Government Economic service leadership of the economic profession across government, working closely with other heads of profession, in particular for social research.",Her Majesty's Treasury,HM Treasury,Economics and Fiscal,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0,1,115000,119999,,Economics,,1
Mar-13,Senior,19614,Sharon White,SCS3,"Director General, Public Spending","Responsible for the Treasury's work on Public services with overall responsibility for managing public spending, strengthening financial discipline across central government, helping to ensure the delivery of more cost effective public services, and contributing to creating the conditions for sustainable growth whilst supporting development in infrastructure and a low carbon economy.",Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0,1,130000,134999,,Policy,,1
Mar-13,Senior,19575,Michael Ellam,SCS3,"Director General, International Affairs",Responsible for International and EU,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0,1,105000,109999,,Policy,,1
Mar-13,Senior,19533,Indra Morris,SCS3,"Director General, Tax and Welfare",Responsible for Tax and Welfare,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0,1,120000,124999,,Policy,,1
Mar-13,Senior,23694,Geoffrey Spence,SCS2,"Chief Executive, Infrastructure UK","Responsible for growth-related policy and expenditure, includes infrasture stratgy and delivery, and public private partnerships.",Her Majesty's Treasury,HM Treasury,Infrastructure UK (IUK),020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23164,2714379,1,170000,174999,,Policy,,1
Mar-13,Senior,23290,Bill Dickinson,SCS2,Director LIBOR Tendering,Responsible for LIBOR Tendering Committee,Her Majesty's Treasury,HM Treasury,Financial Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0,0.5,70000,74999,,Policy,Part Time,1
Mar-13,Senior,23143,James Bowler,SCS2,Director Strategy Planning and Budget,"Responsible for defining forward strategy, work programme, the budget, and short-term priority policy projects",Her Majesty's Treasury,HM Treasury,"Strategy, Planning and Budget",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19533,0,1,90000,94999,,Policy,,1
Mar-13,Senior,22950,Lindsey Fussell,SCS2,"Director, Public Services",Responsible for Oversight of Major Public Service Expenditure,Her Majesty's Treasury,HM Treasury,Public Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19614,0,0.89,75000,79999,,Policy,Part time,1
Mar-13,Senior,20724,Alison Cottrell,SCS2,Director of Corporate Services,"Responsible for HR and Corporate Change Management,developing corporate policies and processes",Her Majesty's Treasury,HM Treasury,Corporate Centre,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0,0.5,45000,49999,,Policy,Split Post,1
Mar-13,Senior,19812,Beth Russell,SCS2,"Director, Personal Tax, Welfare and Pensions Group","Responsible for Personal Tax, Welfare, Labour Market and HMRC/DWP Expenditure, Pensions and Savings.",Her Majesty's Treasury,HM Treasury,"Personal Tax, Welfare and Pensions",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19533,0,1,80000,84999,,Policy,,1
Mar-13,Senior,19809,Tamara Finkelstein,SCS2,"Director, Public Services",Responsible for Oversight of Major Public Service Expenditure,Her Majesty's Treasury,HM Treasury,Public Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19614,0,0.9,75000,79999,,Policy,Part time,1
Mar-13,Senior,19806,James Richardson,SCS2,"Director, Fiscal Policy","Responsible for Fiscal strategy, funding, and dept management, and montoring fiscal position.",Her Majesty's Treasury,HM Treasury,Fiscal,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19787,0,1,85000,89999,,Policy,,1
Mar-13,Senior,19618,Jeremy Pocklington,SCS2,"Director, Enterprise & Growth Unit (EGU)",Responsible for Expenditure and Policy on Growth-Related Services and Business,Her Majesty's Treasury,HM Treasury,Enterprise and Growth,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19614,0,1,85000,89999,,Policy,,1
Mar-13,Senior,19596,Julian Kelly,SCS2,"Director, Public Spending","Responsible for Spending Control, Pay and Pensions",Her Majesty's Treasury,HM Treasury,Public Spending,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19614,0,1,90000,94999,,Economics,,1
Mar-13,Senior,19591,Lowri Khan,SCS2,Director Financial Stability,"Responsible to monitor, contingency plan and intervene were necessary in situations of financial stability; and to manage the legacy of the financial sector interventions the Government has already undertaken.",Her Majesty's Treasury,HM Treasury,Financial Stability,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23453,0,1,80000,84999,,Policy,,1
Mar-13,Senior,19576,Peter Curwen,SCS2,Director Europe,Responsible for Europe Finance,Her Majesty's Treasury,HM Treasury,International and EU,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19575,0,1,90000,94999,,Policy,,1
Mar-13,Senior,19573,Shona Riach,SCS2,Director International,Responsible for advancing the UK's economic and financial interests,Her Majesty's Treasury,HM Treasury,International and EU,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19575,0,1,80000,84999,,Policy,,1
Mar-13,Senior,19572,Nikhil Rathi,SCS2,Director of Financial Services,Responsible for Financial Service Regulatory Framework and Financial Markets Policy Issues,Her Majesty's Treasury,HM Treasury,Financial Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23453,0,1,80000,84999,,Policy,,1
Mar-13,Senior,19564,Alison Cottrell,SCS2,Director of Financial Services,Responsible for Financial Service Regulatory Framework and Financial Markets Policy Issues,Her Majesty's Treasury,HM Treasury,Financial Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23453,0,0.5,45000,49999,,Policy,Split Post,1
Mar-13,Senior,19535,Mike Williams,SCS2,Director Business and International Tax,"Responsible for Corporation Tax, Capital Gains Tax, Value Added Tax, other consumption taxes and duties, International Tax and Environmental taxes.",Her Majesty's Treasury,HM Treasury,Business and International Tax,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19533,0,1,110000,114999,,Policy,,1
Mar-13,Senior,10256,Kirstin Baker,SCS2,"Director, Finance and Commercial","Responsible for Estates, IT, Management of Domestic Budget, Accounts and Commercial Activities",Her Majesty's Treasury,HM Treasury,Corporate Centre,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0,0.6,45000,49999,,Policy,Part time,1
Mar-13,Senior,21007,James Ballingall,SCS1A,"Deputy Director, Head of Assurance",Responsible for providing assurance in major projects,Her Majesty's Treasury,HM Treasury,Assurance & International,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23694,553662,1,0,0,,Policy,,1
Mar-13,Senior,24087,N/D,SCS1,"Deputy Director, VAT and International Excise",Responsible for VAT and International Excise,Her Majesty's Treasury,HM Treasury,VAT & International Excise,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19535,852197,1,0,0,,Policy,,1
Mar-13,Senior,23558,N/D,SCS1,"Deputy Director, General Expenditure Policy",Responsible for expenditure policy,Her Majesty's Treasury,HM Treasury,General Expenditure Policy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19596,794638,1,0,0,,Policy,,1
Mar-13,Senior,23402,N/D,SCS1,"Deputy Director, Economic Assessment",Responsible for ensuring the Economics Group supports policy advice and development across HMT,Her Majesty's Treasury,HM Treasury,Economic Assessment,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19787,642828,1,0,0,,Economics,,1
