Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,3,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,9,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,17,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,1,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,70,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,262,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,98,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Removals Casework,,,1IE10,,9,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,3,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,7,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,23,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,2,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,47,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,9,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,89,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,15,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,135,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AIO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,6,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Returns,,,1IE11,,4,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,2,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,4,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,29,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,12,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,1,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,45,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,1,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Intervention and Sanctions,,,1IE01,,13,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,9,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,32,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,73,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,133,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,100,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - National Removals Command,,,1IE02,,9,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Integration Programme,,,1IE12,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Integration Programme,,,1IE12,,2,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Removals Integration Programme,,,1IE12,,1,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Compliance and Returns - Removals Integration Programme,,,1IE12,,3,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Head of Unit,,Home Office,Home Office,Crosscutting,,,2IIPG05,,2,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Crosscutting,,,2IIPG05,,6,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Senior Policy Adviser,,Home Office,Home Office,Crosscutting,,,2IIPG05,,3,34108,44185,,Policy,,
Sep-14,Junior,,,SEO,Correspondence Manager/Process and Performance Team Officer,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,34108,44185,,Policy,,
Sep-14,Junior,,,SEO,Vacant,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Crosscutting,,,2IIPG05,,4,27150,36922,,Policy,,
Sep-14,Junior,,,HEO,Vacant,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,27150,36922,,Policy,,
Sep-14,Junior,,,HEO,Correspondence Manager,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Crosscutting,,,2IIPG05,,2,22770,30181,,Policy,,
Sep-14,Junior,,,EO,Business Support Officers,,Home Office,Home Office,Crosscutting,,,2IIPG05,,2,22770,30181,,Policy,,
Sep-14,Junior,,,EO,Vacant,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,22770,30181,,Policy,,
Sep-14,Junior,,,AO,Administrative Support,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,18956,22515,,Other,,
Sep-14,Junior,,,AA,Administration Support,,Home Office,Home Office,Crosscutting,,,2IIPG05,,1,15753,19788,,Other,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,International Criminality,,,2IIPG05,,1,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,International Criminality,,,2IIPG05,,6,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,International Criminality,,,2IIPG05,,6,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,International Criminality,,,2IIPG05,,1,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,International Criminality,,,2IIPG05,,2,22770,30181,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,9,45626,61285,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,6,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,4,22770,30181,,Policy,,
Sep-14,Junior,,,EO,Vacant,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,1,22770,30181,,Policy,,
Sep-14,Junior,,,AO,Administrative Officer,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,11,18956,22515,,Other,,
Sep-14,Junior,,,AO,Assistant Private Secretary,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,1,18956,22515,,Other,,
Sep-14,Junior,,,AO,Vacant,,Home Office,Home Office,Judicial Co-operation Unit,,,1IIPG12,,2,18956,22515,,Other,,
Sep-14,Junior,,,Contractor,Architect IT,,Home Office,Home Office,SIS II,,,1IIPG20,,25,,,,Programme and Project Management (PPM),,
Sep-14,Junior,,,Grade 6,Senior Programme Manager,,Home Office,Home Office,SIS II,,,1IIPG20,,2,55904,73892,,Programme and Project Management (PPM),,
Sep-14,Junior,,,Grade 7,Programme Manager,,Home Office,Home Office,SIS II,,,1IIPG20,,2,45626,61285,,Programme and Project Management (PPM),,
Sep-14,Junior,,,SEO,Programme Avdisor,,Home Office,Home Office,SIS II,,,1IIPG20,,6,34108,44185,,Programme and Project Management (PPM),,
Sep-14,Junior,,,HEO,Programme Avdisor,,Home Office,Home Office,SIS II,,,1IIPG20,,3,27150,36922,,Programme and Project Management (PPM),,
Sep-14,Junior,,,EO,Progamme Support Officer,,Home Office,Home Office,SIS II,,,1IIPG20,,2,22770,30181,,Programme and Project Management (PPM),,
Sep-14,Junior,,,AO,Progamme Support Officer,,Home Office,Home Office,SIS II,,,1IIPG20,,2,18956,22515,,Programme and Project Management (PPM),,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,3,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,9,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,11,34108,44185,,Policy,,
Sep-14,Junior,,,SEO,Vacant,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,2,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,13,27150,36922,,Policy,,
Sep-14,Junior,,,HEO-D,Vacant,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,1,26956,37158,,Policy,,
Sep-14,Junior,,,EO,Policy Adviser,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,2,22770,30181,,Policy,,
Sep-14,Junior,,,EO,Senior Personal Secretary,,Home Office,Home Office,"Asylum, Criminality and Enforcement",,,1IIPG13,,1,22770,30181,,Other,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,Border Security Team,,,1IIPG18,,1,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Border Security Team,,,1IIPG18,,9,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Border Security Team,,,1IIPG18,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Border Security Team,,,1IIPG18,,3,34108,44185,,Policy,,
Sep-14,Junior,,,SEO,Vacant,,Home Office,Home Office,Border Security Team,,,1IIPG18,,1,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Border Security Team,,,1IIPG18,,4,27150,36922,,Policy,,
Sep-14,Junior,,,HEO,Vacant,,Home Office,Home Office,Border Security Team,,,1IIPG18,,1,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Adviser,,Home Office,Home Office,Border Security Team,,,1IIPG18,,3,22770,30181,,Policy,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,Immigration & Border Policy Directorate,,,2IIPG06,,1,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Immigration & Border Policy Directorate,,,2IIPG06,,2,45626,61285,,Policy,,
Sep-14,Junior,,,HEO,Policy Support Officer,,Home Office,Home Office,Immigration & Border Policy Directorate,,,2IIPG06,,1,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Immigration & Border Policy Directorate,,,2IIPG06,,1,22770,30181,,Policy,,
Sep-14,Junior,,,AO,Personal Secretary,,Home Office,Home Office,Immigration & Border Policy Directorate,,,2IIPG06,,1,18956,22515,,Policy,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,3,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,7,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,9,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,10,27150,36922,,Policy,,
Sep-14,Junior,,,HEO,Vacant,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,2,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Adviser,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,7,22770,30181,,Other,,
Sep-14,Junior,,,EO,Personal Secretary,,Home Office,Home Office,Visitors & Migration Team,,,1IIPG19,,1,22770,30181,,Other,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,2,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,7,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,9,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,14,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,10,22770,30181,,Policy,,
Sep-14,Junior,,,EO,Vacant,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,1,22770,30181,,Policy,,
Sep-14,Junior,,,AO,Policy Adviser,,Home Office,Home Office,Legal Strategy Team,,,1IIPG17,,2,18956,22515,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,2,45626,61285,,Policy,,
Sep-14,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Economic Adviser,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,3,34108,44185,,Economics,,
Sep-14,Junior,,,SEO,Vacant,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,34108,44185,,Economics,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,27150,36922,,Policy,,
Sep-14,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,22770,30181,,Policy,,
Sep-14,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,18956,22515,,Policy,,
Sep-14,Junior,,,AA,Administrative Support,,Home Office,Home Office,Migration Advisory Committee Secretariat,,,1IIPG16,,1,15753,19788,,Other,,
Sep-14,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,1,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 6,Vacant,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,1,55904,73892,,Policy,,
Sep-14,Junior,,,Grade 7,Senior Policy Adviser,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,10,45626,61285,,Policy,,
Sep-14,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,10,34108,44185,,Policy,,
Sep-14,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,12,27150,36922,,Policy,,
Sep-14,Junior,,,HEO,Vacant,,Home Office,Home Office,Asylum & Family Policy,,,1UKVI02,,1,27150,36922,,Policy,,
