Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Sep-16,Junior,,,A2 (G7),Procurement & Commercial Professional,,Department for International Development,DFID,Economic Development,,,B47,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Social Development Adviser,,Department for International Development,DFID,Economic Development,,,B47,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Economic Development,,,B47,,1,41218,45380,,Policy,,
Sep-16,Junior,,,A2L (SEO),Policy Analyst / Manager,,Department for International Development,DFID,Economic Development,,,B47,,1,41218,45380,,Policy,,
Sep-16,Junior,,,A2L (SEO),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B47,,3,41218,45380,,Policy,,
Sep-16,Junior,,,B1 (HEO),Policy Analyst / Manager,,Department for International Development,DFID,Economic Development,,,B47,,1,31949,36397,,Policy,,
Sep-16,Junior,,,B1 (HEO),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B47,,4.92,31949,36397,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Private Sector Development Adviser,,Department for International Development,DFID,Economic Development,,,B47,,1,26800,37195,,Policy,,
Sep-16,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Economic Development,,,B47,,1,24411,28777,,Policy,,
Sep-16,Junior,,,B2 (EO),Executive Assistant,,Department for International Development,DFID,Economic Development,,,B47,,1,24411,28777,,Policy,,
Sep-16,Junior,,,B2 (EO),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B47,,1,24411,28777,,Policy,,
Sep-16,Junior,,,C1 (AO),Executive Assistant,,Department for International Development,DFID,Economic Development,,,B47,,1,19892,23743,,Policy,,
Sep-16,Junior,,,A1 (G6),Private Sector Development Adviser,,Department for International Development,DFID,Economic Development,,,B48,,0.51,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B48,,0.5,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Economics Adviser,,Department for International Development,DFID,Economic Development,,,B48,,1.6,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Policy Analyst / Manager,,Department for International Development,DFID,Economic Development,,,B48,,3,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Private Sector Development Adviser,,Department for International Development,DFID,Economic Development,,,B48,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B48,,1,49410,58160,,Policy,,
Sep-16,Junior,,,B1 (HEO),Policy Analyst / Manager,,Department for International Development,DFID,Economic Development,,,B48,,3,31949,36397,,Policy,,
Sep-16,Junior,,,B1 (HEO),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B48,,2,31949,36397,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Economics Adviser,,Department for International Development,DFID,Economic Development,,,B48,,1,26800,37195,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Private Sector Development Adviser,,Department for International Development,DFID,Economic Development,,,B48,,1,26800,37195,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Programme Manager/ Administrator,,Department for International Development,DFID,Economic Development,,,B48,,1,26800,37195,,Policy,,
Sep-16,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & Global,,,A18,,0.9,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A18,,6,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A18,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Statistician,,Department for International Development,DFID,Policy & Global,,,A18,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A18,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Social Development Adviser,,Department for International Development,DFID,Policy & Global,,,A18,,0.2,49410,58160,,Policy,,
Sep-16,Junior,,,A2L (SEO),Administrator,,Department for International Development,DFID,Policy & Global,,,A18,,1,41218,45380,,Policy,,
Sep-16,Junior,,,B1 (HEO),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A18,,1,31949,36397,,Policy,,
Sep-16,Junior,,,A1 (G6),Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Governance Adviser,,Department for International Development,DFID,Policy & Global,,,A22,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A22,,4.58,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,0.78,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Humanitarian Adviser,,Department for International Development,DFID,Policy & Global,,,A22,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,2,49410,58160,,Policy,,
Sep-16,Junior,,,A2L (SEO),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A22,,2,41218,45380,,Policy,,
Sep-16,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,1,31949,36397,,Policy,,
Sep-16,Junior,,,B1 (HEO),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A22,,2,31949,36397,,Policy,,
Sep-16,Junior,,,B1 (HEO),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,6,31949,36397,,Policy,,
Sep-16,Junior,,,B2 (EO),Executive Assistant,,Department for International Development,DFID,Policy & Global,,,A22,,1,24411,28777,,Policy,,
Sep-16,Junior,,,B2 (EO),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A22,,3,24411,28777,,Policy,,
Sep-16,Junior,,,A1 (G6),Deputy Head of Department,,Department for International Development,DFID,Policy & Global,,,A23,,0.76,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Governance Adviser,,Department for International Development,DFID,Policy & Global,,,A23,,0.5,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Head of Department/Overseas Office,,Department for International Development,DFID,Policy & Global,,,A23,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A23,,5.8,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Social Development Adviser,,Department for International Development,DFID,Policy & Global,,,A23,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Statistician,,Department for International Development,DFID,Policy & Global,,,A23,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Administrator,,Department for International Development,DFID,Policy & Global,,,A23,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Economics Adviser,,Department for International Development,DFID,Policy & Global,,,A23,,0.6,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A23,,15.6,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Private Sector Development Adviser,,Department for International Development,DFID,Policy & Global,,,A23,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A23,,2,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Policy & Global,,,A23,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2L (SEO),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A23,,1.6,41218,45380,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Economics Adviser,,Department for International Development,DFID,Policy & Global,,,A23,,1,26800,37195,,Policy,,
Sep-16,Junior,,,A1 (G6),Economics Adviser,,Department for International Development,DFID,Policy & Global,,,A24,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Economics Adviser,,Department for International Development,DFID,Policy & Global,,,A24,,0.54,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Governance Adviser,,Department for International Development,DFID,Policy & Global,,,A24,,0.5,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Health Adviser,,Department for International Development,DFID,Policy & Global,,,A24,,0.5,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A24,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Social Development Adviser,,Department for International Development,DFID,Policy & Global,,,A24,,1,49410,58160,,Policy,,
Sep-16,Junior,,,B1D (Faststream),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A24,,1,26800,37195,,Policy,,
Sep-16,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & Global,,,A24,,1,19892,23743,,Policy,,
Sep-16,Junior,,,A1 (G6),Conflict Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Governance Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,2.15,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A25,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Security Professional,,Department for International Development,DFID,Policy & Global,,,A25,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Stabilisation Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,0.8,61381,70290,,Policy,,
Sep-16,Junior,,,A2 (G7),Conflict Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,6.7,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Evaluation Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,3,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Security Professional,,Department for International Development,DFID,Policy & Global,,,A25,,2.6,49410,58160,,Policy,,
Sep-16,Junior,,,A2 (G7),Stabilisation Adviser,,Department for International Development,DFID,Policy & Global,,,A25,,1,49410,58160,,Policy,,
Sep-16,Junior,,,A2L (SEO),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,5,41218,45380,,Policy,,
Sep-16,Junior,,,B1 (HEO),Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,2,31949,36397,,Policy,,
Sep-16,Junior,,,B1 (HEO),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,4,31949,36397,,Policy,,
Sep-16,Junior,,,B2 (EO),Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,4,24411,28777,,Policy,,
Sep-16,Junior,,,B2 (EO),Knowledge & Information Management Professional,,Department for International Development,DFID,Policy & Global,,,A25,,1,24411,28777,,Policy,,
Sep-16,Junior,,,C1 (AO),Administrator,,Department for International Development,DFID,Policy & Global,,,A25,,2,19892,23743,,Policy,,
Sep-16,Junior,,,B2 (EO),Executive Assistant,,Department for International Development,DFID,Policy & Global,,,A3,,1,24411,28777,,Policy,,
Sep-16,Junior,,,A1 (G6),Climate & Environment Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,1.94,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Conflict Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Deputy Head of Department,,Department for International Development,DFID,Policy & Global,,,A4,,3.9,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Economics Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Education Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Evaluation Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,4,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Finance Professional,,Department for International Development,DFID,Policy & Global,,,A4,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Governance Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,5.57,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Head of Department/Overseas Office,,Department for International Development,DFID,Policy & Global,,,A4,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Health Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Humanitarian Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Infrastructure Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Livelihoods Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Policy Analyst / Manager,,Department for International Development,DFID,Policy & Global,,,A4,,8.2,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Private Sector Development Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Procurement & Commercial Professional,,Department for International Development,DFID,Policy & Global,,,A4,,1,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Programme Manager/ Administrator,,Department for International Development,DFID,Policy & Global,,,A4,,9.89,61381,70290,,Policy,,
Sep-16,Junior,,,A1 (G6),Social Development Adviser,,Department for International Development,DFID,Policy & Global,,,A4,,2,61381,70290,,Policy,,
