Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,10.8,30510,35350,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,8,36610,43190,Policy,,
Sep-14,Junior,,,SEO (L),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,1,36610,43190,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD97,,2,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD97,,1.6,30510,35350,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Director General Offices,,,DG03,,4,25500,29210,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Director General Offices,,,DG03,,1,30510,35350,Policy,,
Mar-14,Senior,PS,Bronwyn Hill,SCS4,Permanent Secretary,"Defra Permanent Secretary, Accounting Officer, Chair of Executive Committee.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,XX,0,1,160000,164999,Policy,,1
Mar-14,Senior,DG1,Ian Trenholm,SCS3,Chief Operating Officer,"Member of the Defra Supervisory Board and Director General, Corporate Services. Reporting Officer for Executive Agency Chief Executives","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Director General Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,199000,1,140000,144999,Policy,,1
Mar-14,Senior,DG2,Peter Unwin,SCS3,"Director General, Policy Delivery",Member of the Defra Supervisory Board and Director General for Policy Delivery,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Director General Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,161000,1,130000,134999,Policy,,1
Mar-14,Senior,DG3,Nicholas Joicey,SCS3,"Director General, Strategy, International and Biosecurity","Member of the Defra Supervisory Board and Director General for Strategy, International and Biosecurity. Head of the Policy Profession in Defra.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Director General Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,401000,1,105000,109999,Policy,,1
Mar-14,Senior,DG4,Ian Boyd,SCS3,Chief Scientific Adviser,Member of the Defra Supervisory Board. Providing Ministerial advice; ensuring quality and fit-for-purpose science; engaging with stakeholders; stakeholder networking and integration; raising the profile of Defra science; and managing the interface with the public.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,0,0.78,95000,99999,Science and Engineering,,1
Mar-14,Senior,D1,Martin Hurst,SCS2,Commercial Director,"Estates and Facilities Management, health and safety, procurement, commercial oversight and specific programmes, review of laboratory agencies. Executive agencies coporate ownership. Corporate customer/sponsor for Legal, Shared Services, Kew","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,380000,1,90000,94999,Property and asset management,,1
Mar-14,Senior,D2,Alastair Bridges,SCS2,"Director, Finance and Performance","Control of Defra Finance, Head of Finance Profession","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,0,1,85000,89999,Finance,,1
Mar-14,Senior,D3,Lorraine Jainudeen,SCS2,Director of Human Resources,Group HR Director. Also working closely with HR colleagues in NDPBs. Member of Defra HR senior leadership team and Operations Group leadership team.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Human Resources,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,0,1,95000,99999,Human Resources,,1
Mar-14,Senior,D4,Julie Pierce,SCS2,"Chief Information Officer, Director of Information Services","Head of Information Services, responsible for ICT and Knowledge, Transparency and Resilience across Defra. Develop and deliver a portfolio of ICT, Knowledge, Transparency and Resilience services, products and programmes across Defra, e.g. end-user IT services (desktop/laptop, business applications, audio/video conferencing, related service management and user training - to 11,000 staff across core and wider Network), library and translation services, advice on FOI, information assurance and the provision of physical and personnel security. We deliver the Government’s digital agenda, seeking to transform customer experience through the deployment of digital technologies, implementing digital solutions to business problems (e.g. digital engagement and transactions, collaboration, information analysis, and synthesis in support of scientific research and policy development).","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Chief Information Officer,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,3204000,1,115000,119999,Knowledge and Information Management (KIM),Temporarily filling a SCS2 post,1
Mar-14,Senior,D5,Eliminated,SCS2,Chief Executive Officer Network Shared Services,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,0,1,0,0,Operational Delivery,,1
Mar-14,Senior,D6,N/D,SCS2,"Director, Animal Health & Welfare (Disease Control)","Directorate includes: animal welfare; on-farm, companion and sporting animals; disease response capability; animal movements and ID; cloning; AHWBE and FAWC secretariats; transport and markets; slaughter; plant and bee health; AHVLA sponsorship; animal & plant health evidence and analysis.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Animal Health & Welfare: Disease Control,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,0,1,80000,84999,Policy,,1
Mar-14,Senior,D7,Alick Simmons,SCS2,"Deputy Chief Veterinary Officer, Director Animal Health: Surveillance, Global Trade and Zoonoses","Animal Health: Surveillance, Global Trade and Zoonoses. Director of Plant and Animal Health; this includes bee health, pollinators and plant varieties.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","DCVO, Animal Health Scanning & Trade Policy",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,0,1,100000,104999,Vets,,1
Mar-14,Senior,D8,Nigel Gibbens,SCS2,Chief Veterinary Officer,"UK/Defra chief spokesperson on animal (terrestrial and aquatic, excluding bees) health and welfare issues. Responsible for the totality of veterinary professional input to animal health and welfare policy, helping to shape policy across England and throughout Great Britain/UK, influencing its delivery through the Animal Health and Veterinary Laboratories Agency and others. Lead the Defra/England response to outbreaks of exotic animal diseases. Representation of the UK in the EU and internationally, negotiating on behalf of the UK Government. Advice and assurance on the programmes necessary to control, and, where appropriate, eradicate disease. Head of Profession for all veterinary surgeons in the Government's employment","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","DCVO, Animal Health Scanning & Trade Policy",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,0,1,115000,119999,Vets,,1
Mar-14,Senior,D9,Colin Church,SCS2,"Director, Resource, Atmosphere and Sustainability","Government’s policies on adaptation to a changing climate, air quality, noise, local environmental quality, sustainable development and wellbeing, sustainable economy, sustainable procurement and waste; support for waste infrastructure development. Lead for Defra on climate change mitigation. Non-executive director of WRAP. Fifth PCO for serious air pollution incidents.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Resource Atmosphere & Sustainability,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,415000,1,85000,89999,Policy,,1
Mar-14,Senior,D10,Neil Thornton,SCS2,Director Food and Environmental Risk,"Leading the department's Food and Environmental Risk portfolio, bringing together Defra's work on the competitiveness, regulation and resilience of the food and drink industry; environmental regulation of a range of technologies (chemicals, pesticides, genetically modified organisms and nanotechnology) that are important to the food industry amongst others; liaison with the Elliott review of food networks; and taking forward the agreement in principle on the availability and affordability of flood insurance.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Food & Environmental Risk,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,0,1,115000,119999,Policy,,1
Mar-14,Senior,D11,John Robbs,SCS2,"Director, Marine and Fisheries",Marine Programme,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Marine & Fisheries,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,0,1,105000,109999,Policy,,1
Mar-14,Senior,D12,Sarah Hendry,SCS2,"Director Rural Development, Sustainable Communities & Crops","Rural Policy; Rural Development Programme for England & RDPE delivery teams; Single Farm Payment Scheme policy; corporate customer for RPA; Landscape, access, forestry, waterways policy; Defra interests in planning, housing, construction and transport; crops and horticulture policy; CAP implementation.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Rural Development, Sustainable Communities & Crops",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,0,1,90000,94999,Policy,,1
Mar-14,Senior,D13,Shirley Trundle,SCS2,Director Sustainable Land Management and Livestock Farming,"Director for Sustainable Land Management and Livestock Farming. SRO for the Biodiversity, Soils and Natural Value programmes. Sponsor of livestock industry and relationship with wider farming sector. Sponsorship of Natural England, JNCC and the Natural Capital Committee.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,394000,1,110000,114999,Policy,,1
Mar-14,Senior,D14,Sonia Phippard,SCS2,"Director, Water and Flood Risk Management",Water and Flood Risk Management,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG2,636000,1,115000,119999,Policy,,1
Mar-14,Senior,D15,Ulrike Hotopp,SCS2,Director Analysis and Chief Economist,Director Analysis and Chief Economist,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,317000,1,80000,84999,Economics,,1
Mar-14,Senior,D17,Rae Stewart,SCS2,Interim Director of Communications,"Management of Defra's External and Internal Communications including Press Office, PR and External Communications, Internal Communications, Website and Social Media Channel Management, Stakeholder Account Management and Stakeholder Engagement, Local Government and Local Growth, and the Comms Planning, Horizon Scanning and Performance Monitoring Unit. Leading a major change programme for the communications functions across the whole of the Defra network.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,0,1,65000,69999,Communications,Temporarily filling a SCS2 post,1
Mar-14,Senior,D18,Amy Holmes,SCS2,"Director, Better Regulation, EU and International","Better Regulation, EU and International","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Resource Atmosphere & Sustainability,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,0,1,80000,84999,Policy,,1
Mar-14,Senior,D20,Jeremy Marlow,SCS2,Principal Private Secretary and Director of Strategy,Private Office and Strategy,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG3,1036000,1,80000,84999,Policy,,1
Mar-14,Senior,D22,Tom Holton,SCS2,"Director, Defra Network Strategic Alignment","To lead Strategic Alignment across the whole Defra Network, looking at all aspects of the way we want to do business in future with the aim of serving customers as one business.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Alignment,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,788000,1,95000,99999,Information Technology,,1
Mar-14,Senior,D23,Jonathan Broomfield,SCS2,"Director, Common Agricultural Policy Delivery Programme",CAP Delivery Programme,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",CAP Delivery,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,187000,1,0,0,Policy,Inward loan from Rural Payments Agency,1
