Back to Index,Junior/Senior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,70,,12.34,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,70,,4,57275,68322,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,74,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,74,,4,29554,34424,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,74,,1,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,74,,3,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,74,,1,57275,68322,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,1,21463,22646,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,5.61,29554,34424,Policy,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,3,27270,33654,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,1,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,9,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,79,,2,57275,68322,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,67,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,67,,1,47445,56597,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,1.9,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,2,29554,34424,Policy,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,3,27270,33654,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,3,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,6,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,68,,4.67,57275,68322,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,4,29554,34424,Policy,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,2,27270,33654,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,10,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,7,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,26,,4,57275,68322,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,1,21463,22646,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,5,29554,34424,Policy,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,1,27270,33654,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,1,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,5.88,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,115,,3,57275,68322,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,1,21463,22646,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,4,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,8,29554,34424,Policy,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,2,27270,33654,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,7,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,12,47445,56597,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,131,,9,57275,68322,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,35,,1,21463,22646,Policy,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,35,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,35,,1,35061,41851,Policy,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,35,,1,47445,56597,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,3,21463,22646,Science and Engineering,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,2,25242,29060,Science and Engineering,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,7,29554,34424,Science and Engineering,,,
Sep-13,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,1,27270,33654,Science and Engineering,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,9,35061,41851,Science and Engineering,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,3.8,47445,56597,Science and Engineering,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,36,,1.92,57275,68322,Science and Engineering,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,37,,0.86,21463,22646,Science and Engineering,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,37,,4.8,29554,34424,Science and Engineering,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,37,,5,35061,41851,Science and Engineering,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,37,,16.66,47445,56597,Science and Engineering,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,"International, Science and Resilience",,,37,,2,57275,68322,Science and Engineering,,,
Sep-13,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,1,21463,22646,Planning,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,2,25242,29060,Planning,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,3,29554,34424,Planning,,,
Sep-13,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,6,35061,41851,Planning,,,
Sep-13,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,18.23,47445,56597,Planning,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy,,,39,,4.61,57275,68322,Planning,,,
Sep-13,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Chief Scientific Advisor,,,34,,1,25242,29060,Policy,,,
Sep-13,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Chief Scientific Advisor,,,34,,1,29554,34424,Policy,,,
Sep-13,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Chief Scientific Advisor,,,34,,1,57275,68322,Policy,,,
Sep-13,Junior,,,Administrative Officer London,Not In Post,,Department of Energy and Climate Change,Department of Energy and Climate Change,Finance & Customer Services,,,42,,3,21463,22646,Other,,,
